material_id,formula_pretty,density,energy_per_atom,efermi,energy_above_hull,band_gap,e_total,formula,data.Sᵉ.p.v.value,data.Sᵉ.p.T.value,data.σᵉ.p.v.value,data.σᵉ.p.T.value,data.κₑᵉ.p.v.value,data.κₑᵉ.p.T.value,ZT
mp-554023,Be2BO3F,2.18710099,-7.595213716,-0.97083069,0,0,4.255753861,Be2BO3F,1282.25,1300,1278.85,100,0.242346,100,0.088226482
mp-3924,LiNbO2,5.527022408,-8.162919719,5.26247737,0,1.4447,16.46236611,LiNbO2,978.015,700,3672.33,100,0.802217,100,0.026715415
mp-38394,Ba(AlTe2)2,4.576343581,-4.271991859,3.2097058,0.008977138,1.5047,11.17639528,Ba(AlTe2)2,1112.86,700,3705.74,100,1.21578,100,0.023031491
mp-2514,Mg3P2,2.038035484,-3.792177939,2.95663896,0,1.6068,12.80277554,Mg3P2,1135.64,700,2091.08,300,0.398071,100,0.050519924
mp-4820,ZrSiO4,4.479509123,-9.18623645,2.96466511,0,4.4578,12.99064865,ZrSiO4,1271.74,1300,1131.06,100,0.191521,100,0.097126044
mp-760396,TaAlO4,7.082091226,-9.245748527,3.96517465,0.055538627,2.5859,34.06623654,TaAlO4,1129.53,1100,1505.6,200,0.280074,100,0.065093695
mp-755492,NaCuP2O7,2.786254256,-6.858173812,0.13688201,0,0.3148,6.986378673,NaCuP2O7,1075.77,300,665.892,100,0.124726,100,0.020942774
mp-755492,NaCuP2O7,2.786254256,-6.858173812,0.13688201,0,0.3148,6.986378673,NaCuP2O7,1075.77,300,665.892,100,0.124726,100,0.020942774
mp-754075,LiHfPCO7,3.495800306,-8.367790392,-0.63092999,0.05320227,5.2283,6.65865561,LiHfPCO7,1289.52,1300,116.019,100,0.00199293,500,1.246882058
mp-9254,Al2Te5,4.456917871,-3.941624614,3.75090219,0,1.0734,18.62115828,Al2Te5,968.488,500,3419,100,0.88442,100,0.017207018
mp-760418,Ba2SrI6,4.979071321,-3.6329235,2.13758854,0.018440473,2.9057,13.75342024,Ba2SrI6,1239.23,1100,1597.93,100,0.251676,100,0.085929379
mp-23273,TeI,4.744108426,-2.587653153,2.49923328,0.017392358,0.7793,36.51228579,TeI,1082.34,300,863.776,100,0.129287,100,0.026529083
mp-8389,Na6ZnS4,2.27100423,-3.56389678,0.98343387,0,2.1581,9.108296407,Na6ZnS4,1154.4,900,2257.74,100,0.519195,100,0.04321428
mp-31302,KCO3,2.041828477,-6.77701406,-1.52549248,0.074721666,4.4852,5.87022611,KCO3,1274.44,1300,68.6515,100,0.0040264,500,0.356700764
mp-17012,Sr2VN3,4.522398558,-7.549121194,2.90078147,0,1.5184,19.91718725,Sr2VN3,1120.46,600,1857,200,0.394832,100,0.036025774
mp-20474,MnCu2GeS4,4.126748134,-5.467074093,4.87580437,0,0.2648,11.48706103,MnCu2GeS4,743.616,100,4356.41,1300,0.475201,100,0.05154881
mp-625924,H5NO,0.902360373,-5.110745209,-2.94857487,0.003759222,4.8125,3.902442827,H5NO,1356.12,1300,108.826,100,0.0114513,100,0.177723113
mp-29104,Ti3Zn2O8,4.379153811,-8.039925723,1.53992785,0,2.5854,27.03262877,Ti3Zn2O8,1234.49,900,973.632,100,0.15802,100,0.070021137
mp-675620,Nd2PbS4,6.337657095,-6.134579456,4.6612027,0.032479913,1.7709,40.50971792,Nd2PbS4,1186.81,800,2231.01,100,0.570103,200,0.041103784
mp-19417,TiFeO3,4.628389819,-8.959550826,3.85379268,0.012041215,1.8341,22.20279402,TiFeO3,1210.64,700,644.103,100,0.171377,100,0.033608867
mp-21497,Pb2SO5,6.610923947,-6.372681901,2.96183512,0,3.1338,240.3882828,Pb2SO5,1215.89,1200,1171.1,100,0.237386,100,0.069220387
mp-18939,LiCo(CO)4,1.658021294,-7.531259046,-1.55866789,0.411339951,4.069,3.879145967,LiCo(CO)4,1307.63,800,327.583,100,0.0110614,1100,0.686577461
mp-696735,H2O,1.186822236,-5.173586851,-3.30690994,0.019180769,5.4898,3.61593993,H2O,1351.13,1300,151.843,100,0.0213413,200,0.14088563
mp-554955,MgCrF6,2.967903085,-5.960326964,-2.41494277,0,1.5912,5.96982136,MgCrF6,55.1495,1300,16001.5,100,21811.8,1300,4.08E-08
mp-17909,SiO2,1.476237879,-8.362456397,-2.82534201,0.011801473,5.6535,2.88988673,SiO2,1277.97,1300,73.8409,800,0.00595217,100,0.302178938
mp-625094,Cd(HO)2,4.634754598,-4.841881754,-0.32212277,0,1.6967,8.21351109,Cd(HO)2,1263.67,600,1246.09,100,0.307604,100,0.035082724
mp-20902,InAg(PSe3)2,4.616860577,-4.243866676,2.61853072,0,0.6041,12.96291457,InAg(PSe3)2,1030.67,300,2932.14,100,0.486639,100,0.021695297
mp-3443,Cd(GaO2)2,6.26598661,-5.860100102,1.5750321,0,1.5793,12.36339262,Cd(GaO2)2,1261.82,600,1985.53,100,0.372952,100,0.045971307
mp-756432,Li2Ti(TeO4)3,4.783024559,-6.389202865,2.84331501,0.023840131,1.5033,15.47902637,Li2Ti(TeO4)3,1146.97,600,991.313,100,0.19801,100,0.035718756
mp-7798,MgGeN2,4.290918322,-6.482829399,3.48835345,0,3.4891,9.42052979,MgGeN2,1233.14,1000,2515.96,100,0.536275,100,0.058036436
mp-18814,MnCO3,3.559232997,-8.660360827,2.29586006,0,3.2291,8.89498613,MnCO3,1204.82,1300,1519.44,100,0.27426,100,0.081777761
mp-8697,ScBO3,3.346911802,-9.008089935,2.18601023,0,4.118,15.50832213,ScBO3,1310.82,1300,1412.04,100,0.284893,100,0.086600647
mp-31232,In2PO5,5.413396284,-6.741069884,4.78161004,0,2.0734,13.7888564,In2PO5,1184.3,800,1030.59,100,0.218348,100,0.044878538
mp-676400,TlNO2,5.514924186,-5.909222883,1.73735977,0.111874687,1.7321,170.0921135,TlNO2,1127.48,700,2245.8,100,0.459871,100,0.037876845
mp-18126,Tb3CuSnSe7,6.760240797,-5.418327545,3.90613119,0.019366469,1.0182,18.55872249,Tb3CuSnSe7,973.29,400,3383.65,100,0.800425,100,0.016288425
mp-753557,Li2CuSbO5,4.595774496,-5.844063971,2.71540307,0.064731006,0,15.93725044,Li2CuSbO5,1057.36,100,2276.37,1300,0.070486,100,0.367160149
mp-758632,NaH2C2N3O,1.758288598,-6.930231939,-0.34036982,0.068759429,3.7863,4.934303717,NaH2C2N3O,1276.65,200,221.917,100,0.0255267,100,0.038421837
mp-684704,H2O,0.861840208,-5.109126781,-4.17234222,0.08364084,4.7589,3.25882356,H2O,1288.83,1300,454.706,100,0.0845346,100,0.090856761
mp-16609,Si3Os2,10.80752703,-8.167143556,9.14792607,0.030485531,0.4094,153.8573672,Si3Os2,805.162,400,6683.02,200,1.24587,100,0.01650225
mp-7913,BeSiN2,3.188203668,-7.860737377,5.98584974,0,5.1459,8.844587807,BeSiN2,1248.2,1300,1565.98,100,0.329527,100,0.075289317
mp-41742,CaNdTiMnO6,5.352874631,-8.587962402,4.20699536,0.023722648,0.2373,38.92995359,CaNdTiMnO6,757.096,100,4155.5,1300,0.704182,100,0.034396168
mp-757,Li3As,2.454984738,-3.308348865,1.37594068,0,0.6365,12.08733506,Li3As,958.501,300,3232.36,1300,0.439415,100,0.077885649
mp-3772,Cd(GaSe2)2,4.968850636,-3.885331746,1.1460399,0,1.3487,11.05845008,Cd(GaSe2)2,1149.53,600,2220.81,100,0.716569,100,0.022210715
mp-9650,MgTa2O6,7.570645455,-9.44270257,2.50467019,0,2.8397,33.73354692,MgTa2O6,1146.4,1100,1382.9,200,0.263791,100,0.065389758
mp-756500,Sr2CaI6,3.881160417,-3.492655076,0.76303742,0.062325066,3.8427,8.686155363,Sr2CaI6,1271.17,1300,823.659,100,0.197923,300,0.077497182
mp-30949,Sr3SiO,3.895882875,-4.533977229,3.46920082,0,0.4234,29.44954473,Sr3SiO,819.653,200,6408.98,100,1.0263,100,0.011376618
mp-561639,CsSbS2,3.786407951,-4.297665958,2.19058931,0,1.7364,21.46565676,CsSbS2,1157.31,600,1586.46,100,0.256204,100,0.044979141
mp-10418,RbSbO2,4.412898992,-5.61573791,2.28549276,0,2.2483,10.47501276,RbSbO2,1171.59,800,1020.98,100,0.182675,100,0.052007738
mp-28328,RbI3,3.971292272,-2.462255811,0.65414127,0,1.8745,9.923255323,RbI3,1180.91,700,740.126,100,0.156151,100,0.040328822
mp-1138,LiF,2.530430196,-5.076145515,-2.20746757,0,8.6525,8.68913062,LiF,1407.56,1300,875.951,100,0.150229,100,0.117470729
mp-695960,NaZn(HO)3,2.854251894,-4.977699997,-0.96595738,0.002135648,2.9858,6.966897013,NaZn(HO)3,1331.7,1000,60.0466,100,0.00626817,100,0.138203881
mp-7572,MgSO4,2.891903632,-6.662126753,1.80360952,0,5.4889,7.225280373,MgSO4,1267.38,1300,1219.07,100,0.221188,100,0.090022398
mp-7572,MgSO4,2.891903632,-6.662126753,1.80360952,0,5.4889,7.225280373,MgSO4,1267.38,1300,1219.07,100,0.221188,100,0.090022398
mp-866943,Ca2SnS4,2.930235834,-5.08657728,2.35745858,0.101791748,1.3964,11.2671066,Ca2SnS4,1181.67,600,814.021,100,0.16141,500,0.057287171
mp-541771,Bi4RuI2,7.398257648,-4.305319639,3.63592216,0,0.1925,17.93440304,Bi4RuI2,978.818,100,3514.25,1300,0.0926894,100,0.369382463
mp-2412,LiP5,2.317704912,-5.022716431,4.49967053,0.013244291,1.1637,15.26870608,LiP5,999.658,500,4771.95,100,1.24039,100,0.018243875
mp-568557,RbTaN2,6.080860648,-8.465442689,1.45964371,0,2.4442,13.19652627,RbTaN2,1164.63,900,2206.49,100,0.591797,100,0.037711723
mp-557104,LiAlB2O5,2.144994741,-7.850283712,-0.24867002,0.000818907,5.1361,4.79354371,LiAlB2O5,1269.46,1300,527.139,100,0.0932941,100,0.092593139
mp-864766,NaMgSO4F,2.804741594,-6.197051878,1.05605562,0,5.6118,10.84738437,NaMgSO4F,1324.37,1300,384.276,100,0.070383,100,0.097378695
mp-554650,LaH6(ClO3)3,2.72038905,-5.176197859,1.5948692,0.126865293,2.4991,6.56728133,LaH6(ClO3)3,1236.12,900,445.027,100,0.060201,100,0.084231618
mp-557938,HfVF6,4.077358198,-7.591645636,0.2827703,0,3.2213,4.522645727,HfVF6,1281.83,700,222.159,100,0.0329569,100,0.067577087
mp-15336,Sc2Cu2O5,4.744516357,-7.629496791,4.341172,0.061392048,0,17.99031595,Sc2Cu2O5,8.10068,300,18128.8,600,34219.5,100,2.36E-10
mp-773663,Na2Ti2O5,2.696979194,-7.779543766,-0.17161806,0.055029945,3.8739,17.20900641,Na2Ti2O5,1299.59,1300,224.61,100,0.030186,100,0.127792698
mp-23904,BaH4O3,3.531997162,-5.569200937,-0.5688003,0,4.2591,8.576788937,BaH4O3,1313.39,1300,897.19,100,0.180842,100,0.087024659
mp-19260,Li2WO4,5.625991833,-7.576344553,0.74231694,0,3.7185,13.69047363,Li2WO4,1293.91,1300,1014.05,100,0.200279,100,0.086198933
mp-567394,Ga(MoSe2)4,6.593879041,-6.596574062,4.79789955,0.055303425,0.2052,16.80409291,Ga(MoSe2)4,1077.75,100,1652.97,1300,0.127861,100,0.152697784
mp-29514,PHF4,2.101439347,-5.142415423,-3.24363818,0,7.5478,2.58510208,PHF4,1244.35,1300,577.025,100,0.100083,100,0.090779799
mp-29454,Na3TlO2,4.716043507,-4.052300645,2.23961249,0,1.8471,12.36120751,Na3TlO2,1147.6,700,1012,200,0.164112,100,0.055055383
mp-561511,FeAsS,6.221556049,-6.372841523,6.83936227,0,0.4928,37.34468819,FeAsS,1145.55,300,1823.19,1300,0.279081,100,0.098800062
mp-571623,Al2BiSe4,4.743724129,-4.634716778,2.09197666,0,2.2404,15.17128058,Al2BiSe4,1179.19,800,1328.88,100,0.240652,100,0.052052597
mp-886,Ga2O3,5.680273183,-6.449011681,2.06965603,0,2.0078,11.17696127,Ga2O3,1247.33,800,788.228,200,0.165225,100,0.055349035
mp-768221,YBiO3,7.174372127,-7.81337911,3.447867,0.033022224,3.0748,47.58431134,YBiO3,1248.93,1100,1087.57,100,0.231006,100,0.064719037
mp-10288,LaCuTeS,6.335790369,-5.64057969,7.38505929,0,0.5769,24.95056824,LaCuTeS,831.434,300,4056.39,100,1.03217,100,0.009208578
mp-626727,SrH4O3,2.953828634,-5.56067235,0.24007473,0.005583991,4.5679,8.326237923,SrH4O3,1308.52,1300,681.37,100,0.115652,100,0.102579455
mp-774146,W(BrO)2,4.740223153,-6.764397871,-0.86262085,0.062601176,0.8927,35.79913568,W(BrO)2,1096.55,400,1996.49,100,0.433497,100,0.022525151
mp-6800,KLiSO4,2.274655092,-6.155479052,-0.46812928,0,5.3423,6.0326934,KLiSO4,1301.09,1300,638.638,100,0.121697,1300,0.162604239
mp-766217,Sr4Cu2O7,5.240139533,-6.156802914,2.47863839,0,1.2379,17.96563997,Sr4Cu2O7,1185.92,300,485.036,1300,0.0670878,200,0.124077276
mp-4756,ZnSnSb2,5.41934624,-3.541158759,4.32954068,0,0,23.76143865,ZnSnSb2,208.781,200,17364,1300,545.256,100,1.50567E-05
mp-865427,KSrCO3F,2.930426693,-6.897289843,-0.01300866,0,4.1032,11.49652574,KSrCO3F,1189.73,1200,1413.15,100,0.213304,100,0.089000544
mp-17512,Zn(AuF4)2,5.95719794,-3.799235384,-2.15766182,0,1.7174,5.2479151,Zn(AuF4)2,1285.42,600,604.757,100,0.106541,100,0.050865435
mp-12240,Na2LiBe2F7,2.333827446,-5.45160452,-2.99828356,0,7.1552,8.70094602,Na2LiBe2F7,1337.46,1300,390.52,100,0.0744258,100,0.095444558
mp-12485,NaSm3SiS7,4.665431338,-6.056151112,3.80051384,0.026439845,2.0169,16.80927185,NaSm3SiS7,1145.17,800,1430.83,100,0.276704,100,0.045971753
mp-9274,Rb3Sb2Au3,6.424546943,-3.089653946,2.16898687,0,1.222,17.79525369,Rb3Sb2Au3,1048.25,500,5320.54,100,0.948667,100,0.029244772
mp-23427,Ti3(BiO3)4,7.68944557,-7.735156026,4.56074949,0.005556037,2.4382,69.44454806,Ti3(BiO3)4,1236.65,900,1065.24,100,0.175995,100,0.069025882
mp-2576,Sr2Ge,3.997692099,-3.199699233,2.6666555,0,0.3634,33.73604082,Sr2Ge,908.637,200,4865.86,100,0.734203,100,0.014837571
mp-8891,K2Zr(BO3)2,3.208382125,-7.877691837,1.06384504,0,3.4092,10.14324292,K2Zr(BO3)2,1155.26,1300,1522.71,100,0.292417,100,0.070671426
mp-9720,Rb3BP2,2.725541948,-3.782510663,1.14228097,0,1.5859,10.08837892,Rb3BP2,1157.3,600,1187.83,100,0.29675,100,0.029075286
mp-556185,RbNaTiO3,3.651982548,-6.948998168,0.82837269,0,3.4625,11.51284498,RbNaTiO3,1315.93,1200,867.858,100,0.205938,100,0.069260294
mp-560334,NaAlSiO4,2.448414667,-7.476853401,0.83170616,0,4.5993,5.406814613,NaAlSiO4,1239.08,1300,733.524,100,0.0958562,1100,0.199118384
mp-569501,LiCaBi,5.328026984,-3.400823663,3.79879771,0,0.5658,21.48213441,LiCaBi,745.283,300,6554.48,200,1.34441,100,0.011014854
mp-975115,RbTcO4,3.446854242,-7.348203696,-1.86372185,0,3.2685,5.76047534,RbTcO4,1313.24,1100,333.283,100,0.0514021,100,0.09854677
mp-571288,KTa(AgSe2)2,4.856711672,-4.985492102,0.74308721,0,1.7478,13.27241591,KTa(AgSe2)2,1135.36,700,2070.1,100,0.532772,100,0.030558931
mp-556748,CaCrF5,2.987476245,-6.594478176,-1.31530813,0,2.7248,6.108241929,CaCrF5,1207.48,900,483.808,100,0.0713622,900,0.127320063
mp-2507,GaS,3.40580686,-4.485514834,1.88255201,0,1.8869,7.570495,GaS,1099.57,800,3327.99,500,0.37709,100,0.101271988
mp-761324,LiSiNiO4,4.056378073,-6.936011478,4.35861513,0.058581477,0,13.48005133,LiSiNiO4,786.314,100,4634.5,1300,0.26715,100,0.109071057
mp-9383,SrHfN2,8.451732228,-8.63828504,4.64302131,0.032030448,0.3109,155.3197416,SrHfN2,779.666,200,6476.63,1300,0.946853,100,0.045100592
mp-555509,Ho3CuGeS7,5.824024391,-6.000614378,4.25197066,0,1.7592,16.66533776,Ho3CuGeS7,1082.75,700,2728.9,100,0.582652,100,0.033500849
mp-760477,SmBO3,5.406074521,-8.675841143,1.7145676,0.060820527,4.1438,13.63984581,SmBO3,1188.03,1300,2242.08,100,0.423906,100,0.075911252
mp-29025,Li5Br2N,2.451672635,-3.80505973,0.87977351,0.003021114,2.0781,8.482409353,Li5Br2N,1295.49,700,528.125,100,0.0730732,100,0.074006144
mp-11692,Ba3(SiAs2)2,4.513615498,-4.723113343,2.71758774,0,0.8265,22.92946835,Ba3(SiAs2)2,1074.67,300,2065.12,100,0.429512,100,0.018822131
mp-761341,TiVO4,4.287450605,-9.089250448,3.24186637,0.030242422,0.832,61.88502888,TiVO4,1122.48,500,1654.95,100,0.280712,100,0.035249885
mp-35751,Zn(CN)2,1.846741589,-7.224813364,-4.06259462,0.25448563,5.7795,3.000577437,Zn(CN)2,1270.05,1300,621.871,100,0.114402,100,0.089161655
mp-562283,GePb3O5,8.022824331,-6.135093426,4.47522153,0.096689051,1.6319,54.18096831,GePb3O5,1187.2,700,2664.14,100,0.568574,100,0.04029386
mp-554799,VF4,2.95273026,-6.353458995,-2.3952084,0,1.9902,12.52335343,VF4,1178.88,700,389.552,500,0.046947,100,0.101629241
mp-505077,NaH9O5,1.406605961,-5.107588607,-2.28622898,0.013302178,4.5247,5.50728819,NaH9O5,1313.81,1300,299.853,100,0.0116179,500,0.573823102
mp-555763,ZnS,3.997493968,-3.756422637,1.91832271,0.004805516,2.0639,9.223609267,ZnS,1128.46,900,2389.06,400,0.424247,100,0.068059255
mp-924130,TiNiSn,7.230097039,-6.424483063,7.66299415,0,0.4527,31.27618586,TiNiSn,1032.35,200,7200.26,1300,0.378232,100,0.220060631
mp-4024,DyAgTe2,7.277007716,-4.557228288,4.30147812,0,0.8958,20.2195929,DyAgTe2,929.667,500,5308.98,100,1.26262,100,0.017245263
mp-31036,CuTe2Br,5.224529778,-3.553411298,3.31252094,0,0.7461,13.68867076,CuTe2Br,1048.48,300,2475.52,100,0.508284,100,0.018148003
mp-29505,Cs3BiO3,5.167703532,-4.673525119,1.2783387,0,3.1293,10.7757959,Cs3BiO3,1210.11,1000,269.249,100,0.0210702,500,0.202970845
mp-7434,NaCuTe,5.173144388,-3.472752437,5.00931179,0.009380257,0.6323,15.48697484,NaCuTe,949.975,300,5321.64,100,0.772683,100,0.021067695
mp-8568,Ca4PtO6,5.152831644,-6.691700555,3.5192999,0.0017208,2.3086,17.93956623,Ca4PtO6,1248.08,800,705.507,100,0.144734,100,0.051474738
mp-12103,N2,0.54425971,-3.12601087,-5.01384891,5.210484055,0.9635,1.40798192,N2,1112.84,400,691.742,100,0.131505,100,0.026497025
mp-19957,LaGeBO5,5.03316086,-8.126156291,4.05162067,0,4.0308,12.77085739,LaGeBO5,1306.29,1300,1063.52,100,0.128655,100,0.143439246
mp-27774,NClO6,2.093644399,-5.422971024,-0.63373392,0.01275234,1.4252,8.906136883,NClO6,1282.67,500,258.406,100,0.0306693,400,0.093973876
mp-6227,Ca2ZnSi2O7,3.294659968,-7.386190894,1.83384365,0.015428943,4.0553,12.86190383,Ca2ZnSi2O7,1244.75,1300,842.48,100,0.165554,100,0.080177773
mp-573658,Cs3BAs2,3.788099397,-3.461777879,1.47075565,0,1.4879,10.70414951,Cs3BAs2,1153.38,600,1534.77,100,0.278611,500,0.059614191
mp-34293,CsTaN2,6.449455512,-8.447078243,2.32832554,0,2.1446,16.93663382,CsTaN2,1146,900,3820.56,100,0.787335,100,0.047523446
mp-2943,KY3F10,4.096150631,-7.095907115,-1.3449586,0,6.9409,10.29997775,KY3F10,1325.81,1300,258.971,100,0.0285088,1000,0.259791272
mp-6799,LiCa4(BN2)3,2.595016582,-7.031100993,2.86373228,0,2.1934,15.21802811,LiCa4(BN2)3,1114.55,1000,3306.67,100,0.707803,100,0.047210364
mp-976876,K2PtC2,4.048710376,-5.440541244,1.18412465,0,0.9938,12.20254492,K2PtC2,1103.32,400,5496.35,200,1.52027,100,0.020884939
mp-3731,LiNbO3,4.412866737,-8.270339836,0.92710072,0,3.3358,39.98289788,LiNbO3,1329.12,1100,1328.77,100,0.221182,100,0.093529865
mp-696949,Li3TeHO4,3.168224214,-5.50390478,0.70784245,0.003671118,3.3658,5.587973817,Li3TeHO4,1234.12,1300,1027.9,100,0.19906,100,0.079974483
mp-10336,BaYCuTe3,5.859023896,-5.110979151,4.65641791,0,0.5314,18.68351172,BaYCuTe3,837.951,300,4597.24,100,0.937607,100,0.011669765
mp-774155,Li2FeO3,3.628809133,-6.399917599,1.97209009,0,0.0966,24.76352093,Li2FeO3,422.084,100,8161.83,1300,74.8108,100,0.000197647
mp-634812,H2O,1.219161162,-5.124806792,-2.74354752,0.067960829,5.3276,22.83221643,H2O,1310.67,1300,479.181,100,0.0823833,100,0.10160543
mp-754326,NaAgO2,4.897728213,-4.523346572,0.79867351,0,0.5911,10.16888298,NaAgO2,1070.02,200,4084.88,1300,0.247232,100,0.205190349
mp-3521,NaBF4,2.41368274,-5.841914451,-3.27112384,0,7.8463,4.70099037,NaBF4,1347.05,1300,364.062,100,0.0753301,1300,0.160515339
mp-558014,S,1.491013791,-4.12234707,-0.47878969,0.014102797,2.4779,3.085705877,S,1212.02,800,854.304,100,0.0796688,700,0.17086073
mp-484,Te3As2,5.742207916,-3.764533892,4.8440715,0,0.4326,85.10869876,Te3As2,968.312,200,5527.37,100,1.26371,100,0.011120909
mp-570099,RbVBr3,3.881267922,-4.543628569,2.68203999,0.000337827,0.5839,14.88490363,RbVBr3,994.4,200,1853.17,1300,0.13805,100,0.143979149
mp-757722,BaZnGeO4,4.859680118,-6.368600095,0.39106628,0.040735722,2.8891,11.31872261,BaZnGeO4,1330.07,1000,731.912,100,0.0820114,600,0.181953786
mp-540312,Li2V(PO4)2,2.898908838,-7.513028465,1.4158316,0.056262465,1.0885,14.71705907,Li2V(PO4)2,1137.08,500,694.75,100,0.143179,100,0.029771989
mp-8890,Cs(SbS2)2,3.765028065,-4.477705361,2.79182602,0,1.4413,17.2449032,Cs(SbS2)2,1088.78,600,1429.12,100,0.273562,100,0.033586266
mp-17244,Ba2ZnGe2S6O,3.715580125,-5.253598049,1.52947604,0,2.1081,9.13241536,Ba2ZnGe2S6O,1215.01,800,1786.46,100,0.259715,700,0.110142388
mp-28248,CdI2,4.98226246,-2.162137227,0.93032218,0.000609415,2.3656,10.23977859,CdI2,1252.39,900,2517.85,100,0.448227,100,0.065702553
mp-334,LaF3,5.810267818,-7.158929536,2.27772829,0.000872632,6.0452,18.56845299,LaF3,1339.9,1300,734.534,100,0.157024,900,0.13094744
mp-40186,LiCaPrTeO6,5.390828737,-6.878232544,3.13916281,0.02361482,3.1095,17.14226654,LiCaPrTeO6,1279.28,1200,617.896,100,0.114951,100,0.083491146
mp-14232,LiBO2,2.797132773,-7.351496641,1.97553604,0.007553062,7.1831,8.156728683,LiBO2,1327.87,1300,1613.14,100,0.300124,100,0.096372305
mp-12797,BaBe2Si2O7,3.868706698,-7.880339564,2.13515464,0,5.2992,10.03684628,BaBe2Si2O7,1302.51,1300,505.923,100,0.0795773,100,0.109679927
mp-571436,SnI4,3.479111314,-2.679126544,-0.54846569,0.019350185,1.5183,3.398966577,SnI4,1207.94,600,886.385,100,0.178435,100,0.03930987
mp-556649,Li4Ga3Si3BrO12,3.039819448,-6.80268342,0.00622779,0,3.9512,5.67690839,Li4Ga3Si3BrO12,1256.13,1300,135.504,100,0.0023712,600,1.222535947
mp-17146,K2S5,1.937518432,-4.217019365,1.3597609,0,1.9299,7.945981427,K2S5,1194.85,700,333.482,100,0.0451007,100,0.064407573
mp-13949,Cd(GaTe2)2,5.355214397,-3.41464216,2.78075164,0,1.0357,13.20030638,Cd(GaTe2)2,1058.12,500,3383.12,100,1.21933,100,0.01474153
mp-16737,Na2BeB2O5,2.386398466,-7.176016638,0.3180331,0,4.8657,5.978255583,Na2BeB2O5,1313.58,1300,439.523,100,0.0798117,100,0.096626866
mp-766262,H20C3(N2O5)2,1.476576597,-5.909448125,-0.70245911,0.006571862,4.7128,6.301630497,H20C3(N2O5)2,1236.91,1300,316.75,100,0.0129526,500,0.481912298
mp-510273,CsSbO2,4.714323988,-5.587411513,2.51467098,0,2.3758,11.07872135,CsSbO2,1173.31,800,817.572,100,0.129929,100,0.058725131
mp-3395,SrSeO3,4.42548984,-6.32210198,1.67741925,0,3.7027,29.11029375,SrSeO3,1218.72,1300,1409.74,100,0.275016,100,0.077420992
mp-841,Li2O2,2.258068174,-5.078612173,1.32626051,0,1.9891,9.117499313,Li2O2,1270.98,700,784.911,800,0.120824,100,0.113826441
mp-757905,Li3Ti(PO4)2,3.008108396,-7.38424965,5.17807772,0.072228558,0.1422,15.59056819,Li3Ti(PO4)2,671.962,100,3958.48,1300,10.126,100,0.001794939
mp-540900,B2PdO4,4.766561965,-7.687610221,3.13731704,0.01245067,0.8153,7.056867847,B2PdO4,1091.49,300,747.913,100,0.138601,100,0.02179078
mp-676300,Sc3NbO7,4.461070927,-9.315358745,3.14459631,0.17333884,1.9882,64.93596662,Sc3NbO7,1217.96,800,2001.32,100,0.424424,100,0.047419961
mp-39288,BaLaMgNbO6,6.02990781,-8.140518192,4.02664952,0.090394451,2.6557,11.12338277,BaLaMgNbO6,1279.22,1000,1343.27,100,0.263972,100,0.067741642
mp-7447,Rb2Se3,3.777498349,-3.569943646,0.94739657,0,0.6812,9.228136713,Rb2Se3,1052.87,300,1551.18,1300,0.207174,100,0.09565417
mp-30058,TlSbO3,6.525613851,-5.981317045,2.83384537,0.000221677,2.4362,9.311242493,TlSbO3,1160.55,1000,2482.3,100,0.445609,100,0.061036245
mp-560956,Cs2KCrF6,4.039319204,-5.522335798,-0.91116991,2.810273331,4.287,7.455037783,Cs2KCrF6,1267.74,300,52.943,100,0.00288635,1100,0.299771083
mp-779539,Li2CuPO4,3.362525829,-6.435567801,4.13326569,0.061102863,0.9083,7.604391673,Li2CuPO4,1184.35,400,415.005,100,0.0463253,400,0.076668376
mp-560354,SbCl(OF3)2,3.123752092,-4.63198589,-2.51533811,0,1.9238,6.347960707,SbCl(OF3)2,1296.42,600,184.984,100,0.0232061,100,0.072659428
mp-27425,Sr(HO)2,3.347473905,-5.790349573,-0.52444521,0,4.1708,10.37207164,Sr(HO)2,1301.88,1300,780.667,100,0.12491,100,0.107716025
mp-12385,Ba2YTaO6,6.839389322,-8.757613716,2.16281469,0,3.4629,40.46613816,Ba2YTaO6,1297.17,1200,1239.12,100,0.234292,100,0.08446101
mp-14794,K6CoS4,2.178610271,-3.862386215,1.75687313,0.027799481,0.4376,8.30238632,K6CoS4,998.479,200,658.724,1300,0.0489667,100,0.145471876
mp-8882,GaP,4.010104993,-4.61977581,3.54851097,0.01076213,1.3002,12.48794267,GaP,989.428,600,4203.53,100,0.650499,100,0.034308714
mp-625501,NaH9O5,1.317061397,-5.092653694,-2.27317057,0.028237091,4.3239,5.519394197,NaH9O5,1277.39,1300,247.744,100,0.0236711,1100,0.289434485
mp-700,GeSe,5.121945771,-4.511153104,2.74902105,0,0.8988,39.52684125,GeSe,996.542,400,4278.21,100,1.29521,100,0.013342675
mp-23398,BClF6,2.204481966,-4.556916525,-3.28428522,0,3.3471,4.30004826,BClF6,1268.87,1100,157.57,100,0.0155142,500,0.18845422
mp-2414,SO3,1.972769346,-6.322537344,-2.50053793,0,5.1448,2.7841031,SO3,1270.62,1300,140.94,100,0.00621324,800,0.546196269
