material_id,formula_pretty,density,energy_per_atom,efermi,energy_above_hull,band_gap,e_total,formula,data.Sᵉ.p.v.value,data.Sᵉ.p.T.value,data.σᵉ.p.v.value,data.σᵉ.p.T.value,data.κₑᵉ.p.v.value,data.κₑᵉ.p.T.value,ZT
mp-20351,InP,4.58162144,-4.288286255,4.68757835,0,0.4546,17.25416376,InP,925.748,300,5579.97,400,0.902443,100,0.028738637
mp-754578,TmGaO3,8.581392196,-7.629820236,2.58820763,0.050875326,3.6067,21.56951346,TmGaO3,1324.49,1300,1627.54,100,0.312487,100,0.092910946
mp-13546,Y2Ge2O7,4.856435101,-8.207438182,1.11172847,0,3.9791,11.75123091,Y2Ge2O7,1325.5,1300,515.392,100,0.0648981,400,0.170261399
mp-570084,Hg3AsSe4I,6.448460575,-2.801889018,0.98184084,0,1.7807,17.23817646,Hg3AsSe4I,1121.98,500,2584.46,100,0.401362,100,0.038466296
mp-554543,SiO2,1.778843784,-8.361194332,-1.51178712,0.013063538,5.4402,3.472335723,SiO2,1259.75,1300,1149.21,100,0.343092,100,0.054053937
mp-15988,Li2CuSb,5.207161259,-3.484302688,6.07379469,0,0.4535,29.77010068,Li2CuSb,842.508,200,15576.7,200,2.45988,100,0.01523555
mp-540696,Ca3(SiAs2)2,3.627989928,-4.766316834,3.99446805,0,0.6729,17.60917693,Ca3(SiAs2)2,880.527,400,4448.71,100,0.696827,100,0.020133731
mp-559118,CsTa(PO4)2,3.971384586,-8.219822082,-0.35863478,0,3.3857,9.267498132,CsTa(PO4)2,1278.52,1200,599.97,100,0.0908492,100,0.102454268
mp-971712,ZnCdS2,4.353168346,-3.569460695,1.48600633,0.017906829,1.3686,9.869845553,ZnCdS2,1077.74,700,3470.48,100,0.565449,100,0.043495583
mp-23048,CsMnBr3,4.024607788,-4.563924619,1.56396457,0,0,12.4709289,CsMnBr3,1073.81,500,1110.53,200,0.186789,100,0.037179403
mp-9764,Rb2NbAgSe4,4.141827493,-4.777226801,0.49661676,0,1.7584,8.512252347,Rb2NbAgSe4,1099.58,700,1941.75,100,0.378889,100,0.037805591
mp-756317,Al2HgO4,6.737775668,-6.484171331,4.03485016,0.086619772,1.3461,13.13010125,Al2HgO4,1168.82,600,3054.58,100,0.548127,100,0.041288975
mp-10233,Ca2BN2F,2.687949106,-6.959736347,2.47755298,0,2.9265,10.99813909,Ca2BN2F,1107.87,1200,2022.69,200,0.421617,100,0.059876804
mp-23484,CsAuCl3,4.429148845,-3.35698054,0.25683706,0,0.8112,20.10029784,CsAuCl3,959.655,400,7605.98,200,1.55803,100,0.021334683
mp-1217,KSi,1.742991866,-3.297488234,1.74995827,0,1.2223,10.40634811,KSi,1085.04,500,2402.57,100,0.333617,100,0.040234254
mp-568269,TmNiBi,10.92530228,-5.368310213,6.11758858,0,0.1491,30.36912572,TmNiBi,686.838,100,22706,1300,6.77163,100,0.016085177
mp-6999,ScPS4,2.218031175,-5.979867937,1.7180751,0,1.942,7.636792277,ScPS4,1161.38,700,1240.11,100,0.237066,100,0.043048762
mp-9486,K2AlF5,2.430932946,-5.456561121,-2.45858762,0,6.3239,6.07672155,K2AlF5,1330.72,1300,471.985,100,0.0575472,700,0.20676413
mp-14500,Sr(As3Pt2)2,9.770469414,-5.574487159,5.33017338,0,0.1287,32.0956674,Sr(As3Pt2)2,581.588,100,13341.3,1300,18.441,100,0.002488367
mp-2131,SrN6,2.61564892,-7.885104792,0.37559521,0,3.6681,6.769826007,SrN6,1321.84,1100,724.506,100,0.109473,100,0.101909492
mp-568722,CdBr2,4.644457121,-2.6353902,-1.01705545,0.002069227,2.8551,7.459387644,CdBr2,1313.23,1000,1053.49,100,0.189828,100,0.077859484
mp-556340,CaTaNO2,7.056899503,-9.171899085,3.97552073,0.010512168,1.5508,87.9220361,CaTaNO2,1072.53,600,2958.43,100,0.559311,100,0.032998588
mp-707339,AsH6NO4,1.986313776,-5.540343516,-1.81735606,0.082506519,3.7764,6.689268787,AsH6NO4,1260.24,1200,189.755,100,0.0159546,400,0.217691407
mp-4117,Li2Si2O5,2.361940262,-7.394610863,0.73310869,0,5.154,5.132930533,Li2Si2O5,1306.35,1300,586.715,100,0.124821,100,0.081569618
mp-27484,Tl2O,9.413254202,-4.044394162,3.98236093,0,0.5717,32.42777573,Tl2O,1015.65,300,5711.51,100,0.900837,100,0.022168761
mp-697253,SiH12C2(NF)6,1.638961198,-5.947416282,-1.16257277,0,5.1979,4.505720957,SiH12C2(NF)6,1232.14,1300,1022.03,100,0.156902,100,0.100559956
mp-567744,SrBr2,3.755932998,-4.159580857,-0.67778497,0,4.4697,6.871007773,SrBr2,1278.97,1300,1283.32,100,0.301673,100,0.070760197
mp-18244,K6MnS4,2.10353627,-4.166139115,1.22392296,0,1.2969,7.828043353,K6MnS4,1153.81,500,482.488,100,0.0846157,400,0.051461531
mp-2895,Mg2SiO4,3.11644027,-7.281426,3.11609556,0,4.6395,6.840693217,Mg2SiO4,1226.94,1300,1122.47,100,0.236562,100,0.072635044
mp-20554,InAgSe2,5.443594904,-3.799721375,2.32018131,0,0,13.65816332,InAgSe2,364.637,100,5966.14,1300,198.427,100,4.06522E-05
mp-23046,SrIF,4.509435185,-4.833201498,1.42381739,0,4.3096,7.732620703,SrIF,1292.31,1300,2430.42,100,0.391986,100,0.105296511
mp-23046,SrIF,4.509435185,-4.833201498,1.42381739,0,4.3096,7.732620703,SrIF,1292.31,1300,2430.42,100,0.391986,100,0.105296511
mp-8346,Lu2Ge2O7,7.176704156,-7.902009531,1.07838217,0,3.6705,11.62211383,Lu2Ge2O7,1323.48,1200,561.536,100,0.0573322,400,0.197715729
mp-753345,Ba2CaI6,3.960282299,-3.601626207,0.53046763,0.062272405,3.4758,8.403060233,Ba2CaI6,1225.31,1300,2274.97,100,0.476224,100,0.072933348
mp-19422,Na3VS3O,2.197873704,-5.233475761,0.71937093,0.111533906,1.8185,9.276151613,Na3VS3O,1171.09,700,834.939,100,0.165967,100,0.042095396
mp-10694,ScF3,2.51182358,-7.315157973,-3.69540314,0,6.1502,8.383185603,ScF3,1348.04,1300,705.426,100,0.108086,100,0.120602795
mp-23432,BaClF,4.354846268,-5.495748942,-0.3302973,0,5.6113,9.520024413,BaClF,1294.26,1300,928.585,100,0.210105,100,0.07528321
mp-29055,KSb2,4.229756376,-3.550143632,3.85547746,0,0.2153,22.73237477,KSb2,882.916,100,8396.95,1300,0.713524,100,0.093287091
mp-18718,Ca(NiO2)4,4.232075303,-6.240433673,2.8820711,0.007955325,0,10.67366839,Ca(NiO2)4,956.778,200,3474.89,1300,0.318936,100,0.108182845
mp-2908,Al2ZnO4,4.453848934,-7.098606813,4.08233728,0,3.846,9.281930787,Al2ZnO4,1280.2,1300,1810.25,100,0.287822,100,0.104819
mp-2715,CoAs2,7.358315444,-5.801308017,6.28072553,0,0.1723,47.58896997,CoAs2,470.06,100,20985.1,1300,44.1344,100,0.001068342
mp-27457,Ba(PO3)2,3.687716984,-7.695072711,0.96534896,0.001185036,5.2784,8.774318437,Ba(PO3)2,1223.71,1300,459.363,100,0.0924513,100,0.075660604
mp-553281,Ba2LaNbO6,6.005728743,-8.244283973,2.70505773,0,3.0639,58.56254902,Ba2LaNbO6,1309.5,1100,1331.83,100,0.24095,100,0.083532361
mp-181,KGa3,4.087239819,-2.726530473,2.25904213,0,0.1479,64.36104827,KGa3,846.016,100,27511.1,1300,2.43585,100,0.082202375
mp-557373,Cu2WS4,4.613843105,-6.128940487,2.55708576,0.006088471,1.3591,6.34904566,Cu2WS4,1130.68,600,2235.96,100,0.35652,100,0.043483859
mp-757826,CsCa(NO2)3,2.930238906,-6.651144212,0.17262798,0.088406549,2.6181,5.502924003,CsCa(NO2)3,1258.32,900,487.078,100,0.100226,100,0.057381452
mp-6402,Na2ZnGeO4,3.710271385,-5.612706377,0.07881336,0,2.6874,6.63931879,Na2ZnGeO4,1288.46,900,539.935,100,0.0828501,100,0.080679193
mp-22473,NaInSe2,4.926088803,-3.795333643,3.04187161,0,1.0192,19.12842397,NaInSe2,1096.65,400,5105.37,100,1.08199,100,0.023081809
mp-17685,Li3GaGeO5,3.62943609,-6.163645588,0.17701393,0,3.4933,6.887245973,Li3GaGeO5,1301.35,1100,255.788,100,0.0360197,100,0.105986414
mp-5072,Rb2HgO2,5.169951548,-3.73693088,-0.02172225,0,2.03,7.40763809,Rb2HgO2,1232.12,700,809.513,100,0.164142,100,0.045680534
mp-5251,Ca4CN4,2.634574818,-6.632505456,3.0561701,0,1.6429,17.15994914,Ca4CN4,1195.03,700,823.63,100,0.120448,100,0.059581472
mp-29596,Ca3AlN3,3.016464725,-6.132334514,3.90276448,0,2.4565,19.57933372,Ca3AlN3,1246.67,900,714.901,100,0.134994,100,0.061377003
mp-8187,K2ZnO2,3.304810173,-4.261124989,0.61507319,0,1.9785,16.3818354,K2ZnO2,1220.33,700,716.732,100,0.118203,100,0.055093951
mp-10967,CdCu2GeSe4,5.453356724,-4.041492518,3.04814319,0,0,21.99561448,CdCu2GeSe4,223.17,500,10028.3,1300,908.914,100,7.07796E-06
mp-28022,Na6CdCl8,2.398031599,-3.571860203,-0.81274793,0,4.1311,6.29885195,Na6CdCl8,1292.54,1300,856.557,100,0.119246,100,0.122031016
mp-8387,Tl6TeO6,7.925822103,-4.721647888,2.99907595,0,1.5633,18.88170981,Tl6TeO6,1135.37,600,2848.36,100,0.571272,100,0.034857424
mp-5029,Ho2Cu2O5,7.461055293,-7.292388335,3.24140793,0.045673252,0.1563,14.61859223,Ho2Cu2O5,949.836,100,1874.4,1300,0.137107,100,0.125420837
mp-984107,K3IO5,3.233904049,-4.804566684,0.99495435,0,1.498,12.73300907,K3IO5,1107.13,400,653.814,100,0.100194,100,0.032534155
mp-706608,KPH3O3F,1.99433897,-5.663400098,-1.6876639,0.009596404,6.6429,5.076451027,KPH3O3F,1237.65,1300,257.918,100,0.00919006,500,0.55372118
mp-752851,Ca2SiB2O7,3.212712948,-8.033337983,2.89556316,0.014279325,5.6806,9.62434569,Ca2SiB2O7,1328.46,1300,422.682,100,0.0704048,100,0.107740316
mp-752851,Ca2SiB2O7,3.212712948,-8.033337983,2.89556316,0.014279325,5.6806,9.62434569,Ca2SiB2O7,1328.46,1300,422.682,100,0.0704048,100,0.107740316
mp-9731,RbAuSe,5.618064738,-3.490324918,0.84891609,0,1.7116,10.87614166,RbAuSe,1055.38,700,2715.09,100,0.582631,100,0.03166864
mp-14730,NaSiSbO5,3.747244024,-6.940729783,1.75887354,0.024450092,2.8297,9.944891033,NaSiSbO5,1246.24,1000,424.322,100,0.0540023,500,0.132368664
mp-571011,CsI4,4.044456429,-2.376575654,0.71583244,0,1.7836,14.86051097,CsI4,1185.91,700,606.497,100,0.0956663,200,0.060443789
mp-763609,Li4Mn5O10,3.726883705,-7.479384694,2.36967022,0.070067696,0.6966,11.64865471,Li4Mn5O10,1106.1,200,537.699,1300,0.0452339,100,0.157747505
mp-11016,RbCd(NO2)3,3.352331341,-6.179308863,0.12661588,0.087524881,2.352,7.72651974,RbCd(NO2)3,1196.64,900,1552.42,100,0.23047,100,0.071927188
mp-4559,BaCO3,4.125028993,-7.859702646,0.86604909,0.021844735,4.3635,8.60725193,BaCO3,1225.19,1300,1068.36,100,0.205015,100,0.079544227
mp-625475,H2SO4,1.827967335,-5.922752746,-1.86818539,0,6.421,3.773408057,H2SO4,1321.33,1300,227.424,100,0.0260158,100,0.155199921
mp-28084,Rb2PdBr6,4.078800973,-3.224109418,-0.50427101,0,0.5479,8.928323387,Rb2PdBr6,1077.46,200,2429.11,1300,0.310366,100,0.098553914
mp-756935,Li3SbO3,3.826605777,-5.591954438,2.48715345,0.009161866,2.894,16.66124762,Li3SbO3,1245.79,1000,627.538,100,0.105305,900,0.125397607
mp-978852,SrGaSnH,5.107242087,-3.520794993,4.20085945,0,0.4151,39.01056225,SrGaSnH,712.265,200,10561.5,300,2.88142,100,0.007563661
mp-28911,BaReH9,4.770496751,-4.502345602,-1.49672966,0,3.8349,12.33322672,BaReH9,1192.5,1300,2445.2,100,0.463199,100,0.076336694
mp-24018,CaZnAsHO5,4.135481021,-6.168405147,1.84758764,0,2.6374,12.48297383,CaZnAsHO5,1215.58,1000,1030.58,100,0.21506,100,0.057603509
mp-24668,CsHF2,3.699817551,-4.511505261,-2.75681372,0,6.5123,17.96326747,CsHF2,1346.54,1300,641.984,100,0.119915,1300,0.177677122
mp-10378,Cs3Sb,4.228332041,-2.056527118,2.52653902,0,0.6126,26.34576122,Cs3Sb,1042.89,300,3014.2,100,0.612988,100,0.018127823
mp-12867,SrSnO3,6.137039864,-6.735060865,4.32014679,0.011474365,1.5555,21.41906885,SrSnO3,1210.12,600,1327.89,100,0.21157,100,0.049846356
mp-1836,TlSe,7.714674113,-3.440454976,3.54869644,0,0.1703,27.32098699,TlSe,679.934,100,5940.72,1300,0.994682,100,0.028077481
mp-22255,RbInTe2,4.922262234,-3.41744159,2.78316982,0,1.1111,10.80298687,RbInTe2,1057.26,500,3754.21,100,0.721009,100,0.027619643
mp-568400,Sc(AlC)3,3.268639917,-6.81072147,7.41424451,0.000407841,0.1033,58.60791894,Sc(AlC)3,452.264,100,12336.7,1300,26.3492,100,0.000973835
mp-10489,Cs2Ti(CuSe2)2,4.941739748,-4.71254498,2.6260982,0,1.3642,9.188709937,Cs2Ti(CuSe2)2,1122.81,600,2714.69,100,0.657775,100,0.028217852
mp-23021,K2ReBr6,4.048743483,-4.061717011,0.35795929,0,0.97,15.25216927,K2ReBr6,1100.85,400,1450.28,100,0.227666,100,0.031400731
mp-7444,RbSb,3.818727516,-3.069893544,2.31272586,1.01E-05,0.5423,12.8676959,RbSb,907.053,300,3075.73,100,0.579969,100,0.01478963
mp-18922,Mn5O8,4.712375351,-8.525311958,3.21105476,0.009338254,0.4426,16.52082238,Mn5O8,954.678,200,2371.48,1300,0.249915,100,0.093807917
mp-27831,Rb2ZrCl6,2.765656664,-4.756488691,-1.07842705,0,3.562,10.25846006,Rb2ZrCl6,1265.2,1200,1186.88,100,0.204052,100,0.088367159
mp-22849,BiI3,4.787148955,-2.881904956,0.56637604,0,2.5349,10.57093897,BiI3,1247.65,900,784.563,100,0.0994502,100,0.091575421
mp-3839,GaCuTe2,5.73032279,-3.848944502,4.43099855,0,0.2058,40.6193597,GaCuTe2,703.931,100,5673.57,1300,1.12994,100,0.025300611
mp-7895,Rb2O2,3.616631251,-4.197233528,1.29022195,0,1.76,6.328597213,Rb2O2,1166.89,700,884.968,100,0.167485,100,0.043896767
mp-7906,Al2HgS4,3.882167803,-4.584941333,2.15172338,0,2.0244,10.61737505,Al2HgS4,1234.84,800,1406.12,100,0.306761,100,0.047382957
mp-2251,Li3N,1.288608955,-3.97260661,0.3339454,0,0.984,10.69327608,Li3N,1061.2,400,1955.79,100,0.371498,100,0.024115152
mp-541487,TlPt2Se3,9.252518493,-4.843146792,4.06078959,0,0.462,21.09928619,TlPt2Se3,787.063,200,7936.4,200,1.54348,100,0.010796676
mp-38103,NaClO4,2.393237585,-4.830657427,-0.3147944,0.003993269,5.304,5.96101976,NaClO4,1311.62,1300,710.663,100,0.137311,100,0.09054078
mp-5012,Li2SiO3,2.458383181,-6.897402716,1.22570489,0,5.0286,11.81155149,Li2SiO3,1265.33,1300,1088.96,100,0.200992,100,0.088208525
mp-1602,SiS2,1.61508965,-5.57735336,0.24099452,0,3.0953,4.015492283,SiS2,1155.12,1100,1137.94,100,0.17629,100,0.075904545
mp-10550,SrMg2N2,3.706633067,-5.152591404,3.51948279,0,1.6917,18.54189649,SrMg2N2,1198.9,700,2166.45,200,0.451025,100,0.046805028
mp-768906,YBrO,4.664391443,-7.665112838,0.99738086,0.003333443,4.4849,16.46258364,YBrO,1272.28,1300,1504.89,100,0.373535,100,0.066314523
mp-32884,Ag2S,6.375055422,-3.484111825,1.89419027,0.005756152,1.4428,11.48698187,Ag2S,1125.45,600,4360.49,100,0.807322,100,0.037103036
mp-16280,Ca2Sb2O7,4.995404116,-6.858532448,3.97508298,0,1.7434,19.46511976,Ca2Sb2O7,1180.34,700,1356.5,100,0.271201,100,0.042517117
mp-7569,KAsF6,3.063253239,-4.900391354,-3.15673076,0,4.943,6.627666857,KAsF6,1264.2,1300,630.266,100,0.119548,100,0.085680686
mp-557387,Sr2TmNbO6,6.040032196,-8.218661355,2.14065064,0.034505799,2.857,17.65467202,Sr2TmNbO6,1260.48,1100,1476.89,100,0.349076,100,0.059240943
mp-9565,Ca(MgSb)2,3.812302628,-3.480408298,4.20916408,0,0.7931,17.50504647,Ca(MgSb)2,835.887,400,6751.07,100,1.04607,100,0.018341582
mp-571306,Ca2Zn2CuP3,4.000448518,-4.122286861,5.22045187,0,0.2778,20.31786709,Ca2Zn2CuP3,696.983,100,10915.3,1300,1.5075,100,0.035767824
mp-20944,Sr2PbO4,6.52420743,-6.307388708,2.46052846,0,1.3966,15.05987645,Sr2PbO4,1230.12,500,779.256,100,0.183065,100,0.030566546
mp-559053,NaY(SeO3)2,3.930354296,-6.632070602,1.10076446,0,4.0877,10.88253053,NaY(SeO3)2,1207.7,1300,598.274,100,0.106759,100,0.083115795
mp-761033,Hf3N2O3,9.031915647,-10.78532582,2.75997317,0,2.9849,17.8591685,Hf3N2O3,1230.65,1100,1510.41,100,0.316094,100,0.06377781
mp-543045,Tl2CO3,6.638152969,-6.295467344,1.74327222,0,2.9095,14.15084355,Tl2CO3,1283.58,1000,559.937,100,0.117217,100,0.064025685
mp-11824,Ca3PN,2.59983049,-5.043603046,3.87373418,0,0.8056,52.81024007,Ca3PN,895.384,400,6456.52,100,1.21408,100,0.017342018
mp-556695,NaSrBO3,3.705747549,-6.974299449,1.69152283,0,3.8575,10.78580673,NaSrBO3,1242.84,1300,773.593,200,0.12283,100,0.105520549
mp-624,B6As,3.552486743,-6.561095421,4.53115495,0,2.6454,8.076403677,B6As,1239.88,1000,3484.91,100,0.622895,100,0.069967413
mp-23860,SrHCl,3.436475373,-4.12960599,0.97004124,0,4.0447,9.760248523,SrHCl,1288.6,1300,355.769,700,0.0456306,100,0.184308774
mp-697135,H2S,0.910399339,-3.91109767,-2.27022201,0.045977773,3.5201,3.06404065,H2S,1286.77,1200,475.028,100,0.0838012,100,0.089079424
mp-30148,BC2N,3.418968165,-8.556011734,8.97646306,0.542040305,2.1099,6.72248655,BC2N,1049.91,1000,4540.03,200,1.1642,100,0.037884116
mp-28967,Ba(PdS2)2,4.917148847,-5.242961645,3.16054397,0,0.7792,17.04833398,Ba(PdS2)2,1090.22,400,1595.03,100,0.263243,100,0.029293422
mp-643776,Na2ZnH4(SeO5)2,3.307490827,-5.382836311,-0.03845694,0,3.0449,8.99341382,Na2ZnH4(SeO5)2,1250.21,1100,945.05,100,0.185393,100,0.070218133
mp-559691,Ca2Al2SiO7,2.977142405,-7.740008175,2.53497082,0.021285534,4.2848,9.87285938,Ca2Al2SiO7,1303.69,1300,673.776,100,0.132558,100,0.087847227
mp-18986,Ba2MgWO6,6.880619859,-7.764655895,2.65291087,0,3.2231,20.88206437,Ba2MgWO6,1270.33,1100,1292.03,100,0.239858,100,0.07660787
mp-759095,LiSn2P4H3O16,3.492605227,-6.943813172,1.64247596,0.041327079,3.3251,9.997446827,LiSn2P4H3O16,1244.06,1100,730.616,100,0.109726,100,0.09082056
mp-33606,Ba(PrSe2)2,6.144703212,-5.832736246,3.21730218,0.006763088,1.619,23.76513488,Ba(PrSe2)2,1110.91,700,3025.67,100,0.652934,100,0.034892419
mp-772840,Sm2Ge2O7,5.961630183,-7.826347681,1.11286198,0.022230645,3.6725,11.90464727,Sm2Ge2O7,1274.89,1300,663.175,100,0.0831263,100,0.131857525
mp-15649,As2Ir,10.45360279,-6.534926448,6.44121523,0,0.8155,28.90588847,As2Ir,964.385,400,6281.39,100,1.25607,100,0.018917886
mp-561480,NaNiF3,3.919248025,-5.165970303,0.09731517,0,4.6108,7.178885753,NaNiF3,1197.13,1300,1606.52,100,0.36405,100,0.064309854
mp-22661,InAg(PS3)2,3.24934985,-4.737549669,2.94608123,0,1.1483,10.61777008,InAg(PS3)2,1107.29,400,1986.88,200,0.324034,100,0.035676348
mp-5769,Li3SbO4,4.347673841,-5.919669276,2.6938652,0,3.056,13.7390081,Li3SbO4,1308.55,1100,1018.25,100,0.162038,100,0.094828761
